plotid,tag_no,target,reason,response
YK-EB1,R486,gbh18,成長量が基準値より大きい、測定間違い？,野帳のgbh18の値が大きすぎるようだが、正確なデータはないので未修正（野帳のまま）
YK-EB1,R935,gbh13,成長量が基準値より大きい、測定間違い？,修正なし。近年の成長もそれくらいある
YN-EB1,B645,gbh18,誤って「測定間違い」となっている可能性あり,問題なし
YN-EB1,B777,gbh16,成長量が基準値より大きい、測定間違い？,測定値にndを付記
YN-EB1,C285,gbh18,誤って「測定間違い」となっている可能性あり,問題なし
YN-EB1,C311,gbh18,誤って「測定間違い」となっている可能性あり,問題なし
YN-EB1,C498,gbh18,誤って「測定間違い」となっている可能性あり,問題なし
YN-EB1,C529,gbh18,誤って「測定間違い」となっている可能性あり,問題なし
YN-EB1,C575,gbh18,誤って「測定間違い」となっている可能性あり,問題なし
YN-EB1,C576,gbh18,誤って「測定間違い」となっている可能性あり,問題なし
YN-EB1,D255,stem_x y,測定値がない,2007年度枯死のため不明
YN-EB1,D256,stem_x y,測定値がない,2007年度枯死のため不明
YN-EB1,D728,gbh18,誤って「測定間違い」となっている可能性あり,問題なし
YN-EB1,E145,gbh18,誤って「測定間違い」となっている可能性あり,問題なし
YN-EB1,E148,gbh18,誤って「測定間違い」となっている可能性あり,問題なし
TM-DB1,427,gbh08,誤って「nd: 測定間違い」となっている可能性あり,問題なし
TM-DB1,445,gbh07,誤って「nd: 測定間違い」となっている可能性あり,問題なし
TM-DB1,3076,gbh09,誤って「nd: 測定間違い」となっている可能性あり,問題なし
TM-DB1,3157,gbh07,誤って「nd: 測定間違い」となっている可能性あり,問題なし
TM-DB1,3157,gbh06,誤って「nd: 測定間違い」となっている可能性あり,問題なし
AY-EB1,5693,gbh09,成長量が基準値より大きい。測定ミス？,ok
AY-EB1,5929,gbh05,成長量が基準値より大きい。測定ミス？,ok
AY-EB1,6176,gbh17,誤って「nd: 測定間違い」となっている可能性あり,ok
AY-EB1,7203,gbh12=na; gbh13=26.7,新規加入個体だが、加入時のgbhが基準より大きいのため前回計測忘れの疑い,ok
AY-EB1,7203,gbh15,成長量が基準値より大きい。測定ミス？,ok
AY-EB1,7203,gbh14,成長量が基準値より大きい。測定ミス？,ok
AY-EB1,3208,gbh18,誤って「nd: 測定間違い」となっている可能性あり,ok
AY-EB1,3221,gbh09,誤って「nd: 測定間違い」となっている可能性あり,ok
AY-EB1,3442,gbh09,誤って「nd: 測定間違い」となっている可能性あり,ok
AY-EB1,3859,gbh13,誤って「nd: 測定間違い」となっている可能性あり,ok
AY-EB1,3875,gbh17,誤って「nd: 測定間違い」となっている可能性あり,ok
AY-EB1,4076,gbh17,誤って「nd: 測定間違い」となっている可能性あり,ok
AY-EB1,4627,gbh15,誤って「nd: 測定間違い」となっている可能性あり,ok
SI-DB1,,イタヤカエデ/エンコウカエデ,同種が2つの名前で入力,エンコウカエデは鋸歯が細長く延びるもの、イタヤカデはそうでないものとして分類。ただし連続的である。（榎木さんに確認）
OY-DB1,207,gbh09,誤って「nd: 測定間違い」となっている可能性あり,ok
OY-DB1,207,gbh10,誤って「nd: 測定間違い」となっている可能性あり,ok
OY-DB1,227,gbh16,誤って「nd: 測定間違い」となっている可能性あり,ok
OY-DB1,279,gbh17,誤って「nd: 測定間違い」となっている可能性あり,ok
OY-DB1,286,gbh17,誤って「nd: 測定間違い」となっている可能性あり,ok
OY-DB1,286,gbh16,誤って「nd: 測定間違い」となっている可能性あり,ok
OY-DB1,32,gbh12,誤って「nd: 測定間違い」となっている可能性あり,ok
OY-DB1,361,gbh09,誤って「nd: 測定間違い」となっている可能性あり,ok
OY-DB1,361,gbh10,誤って「nd: 測定間違い」となっている可能性あり,ok
OY-DB1,46,gbh16,誤って「nd: 測定間違い」となっている可能性あり,ok
OY-DB1,500,gbh09,誤って「nd: 測定間違い」となっている可能性あり,ok
OY-DB1,93,gbh09,誤って「nd: 測定間違い」となっている可能性あり,ok
OY-DB1,93,gbh10,誤って「nd: 測定間違い」となっている可能性あり,ok
CC-AT1,A-A-2,gbh19,成長量が基準値より大きい。測定ミス？,問題なし
CC-AT1,B-B-154,gbh19,成長量が基準値より小さい。測定ミス？,問題なし
CC-AT1,B-B-16,gbh14,成長量が基準値より大きい。測定ミス？,問題なし
CC-AT1,B-B-191,gbh19,成長量が基準値より大きい。測定ミス？,問題なし
CC-AT1,B-B-192,gbh14,成長量が基準値より大きい。測定ミス？,問題なし
CC-AT1,B-B-209,gbh19,成長量が基準値より大きい。測定ミス？,問題なし
CC-AT1,B-B-213,gbh09,成長量が基準値より大きい。測定ミス？,問題なし
CC-AT1,B-B-213,gbh19,成長量が基準値より大きい。測定ミス？,問題なし
CC-AT1,B-B-387,gbh19,成長量が基準値より大きい。測定ミス？,問題なし
CC-AT1,B-B-387,gbh14,成長量が基準値より大きい。測定ミス？,問題なし
CC-AT1,B-B-402,gbh19,成長量が基準値より大きい。測定ミス？,問題なし
CC-AT1,B-B-439,gbh19,成長量が基準値より大きい。測定ミス？,問題なし
CC-AT1,B-B-48,gbh19,成長量が基準値より大きい。測定ミス？,問題なし
CC-AT1,C-C-11,gbh19,成長量が基準値より小さい。測定ミス？,問題なし
CC-AT1,C-C-17,gbh09,成長量が基準値より大きい。測定ミス？,問題なし
CC-AT1,C-C-198,gbh14,成長量が基準値より大きい。測定ミス？,問題なし
CC-AT1,C-C-23,gbh19,成長量が基準値より大きい。測定ミス？,問題なし
CC-AT1,C-C-248,gbh09,成長量が基準値より大きい。測定ミス？,問題なし
CC-AT1,C-C-256,gbh19,成長量が基準値より小さい。測定ミス？,問題なし
CC-AT1,C-C-267,gbh19,成長量が基準値より小さい。測定ミス？,問題なし
CC-AT1,C-C-28,gbh09,成長量が基準値より大きい。測定ミス？,問題なし
CC-AT1,C-C-317,gbh19,成長量が基準値より小さい。測定ミス？,問題なし
CC-AT1,C-C-34,gbh19,成長量が基準値より大きい。測定ミス？,問題なし
CC-AT1,C-C-352,gbh09,成長量が基準値より大きい。測定ミス？,問題なし
CC-AT1,C-C-352,gbh19,成長量が基準値より大きい。測定ミス？,問題なし
CC-AT1,C-C-355,gbh09,成長量が基準値より大きい。測定ミス？,問題なし
CC-AT1,C-C-389,gbh14,成長量が基準値より大きい。測定ミス？,問題なし
CC-AT1,C-C-432,gbh09,成長量が基準値より大きい。測定ミス？,問題なし
CC-AT1,C-C-432,gbh19,成長量が基準値より大きい。測定ミス？,問題なし
CC-AT1,C-C-457,gbh19,成長量が基準値より大きい。測定ミス？,問題なし
CC-AT1,C-C-499,gbh14,成長量が基準値より大きい。測定ミス？,問題なし
CC-AT1,C-C-510,gbh09,成長量が基準値より大きい。測定ミス？,問題なし
CC-AT1,C-C-510,gbh14,成長量が基準値より大きい。測定ミス？,問題なし
IC-BC1,,indv_no,indv_noが空白またはna,
IC-BC1,1025,gbh19,成長量が基準値より大きい。測定ミス？,ok（ただし測定ミスの可能性はある）
IC-BC1,1527,gbh06,誤って「nd: 測定間違い」となっている可能性あり,問題なし
IC-BC1,47,gbh10,誤って「nd: 測定間違い」となっている可能性あり,問題なし
KM-DB1,2393A_89,gbh15,成長量が基準値より大きい。測定ミス？,問題なし（コメント124行目：以前にも対処）
KM-DB1,2393A_89,gbh19,成長量が基準値より大きい。測定ミス？,問題なし（念の為2020年調査で確認します）
KM-DB1,2904A_89,gbh08,成長量が基準値より大きい。測定ミス？,問題なし（コメント36行目：以前にも対処）
KY-DB1,A0070,gbh11,誤って「nd: 測定間違い」となっている可能性あり,問題なし。樹皮剥がれ
KY-DB1,A0070,gbh12,誤って「nd: 測定間違い」となっている可能性あり,問題なし。樹皮剥がれ
KY-DB1,A0070,gbh13,誤って「nd: 測定間違い」となっている可能性あり,問題なし。樹皮剥がれ
KY-DB1,A0070,gbh14,誤って「nd: 測定間違い」となっている可能性あり,問題なし。樹皮剥がれ
KY-DB1,A0070,gbh15,誤って「nd: 測定間違い」となっている可能性あり,問題なし。樹皮剥がれ
KY-DB1,A0113,gbh17,誤って「nd: 測定間違い」となっている可能性あり,問題なし。樹皮剥がれ
KY-DB1,A0493,gbh17,誤って「nd: 測定間違い」となっている可能性あり,問題なし
OT-EC1,B0003,gbh09,誤って「nd: 測定間違い」となっている可能性あり,
OT-EC1,B0045,gbh17,誤って「nd: 測定間違い」となっている可能性あり,
OT-EC1,B0163,gbh17,誤って「nd: 測定間違い」となっている可能性あり,
OT-EC1,B0199,gbh16,誤って「nd: 測定間違い」となっている可能性あり,
OT-EC1,B0291,gbh17,誤って「nd: 測定間違い」となっている可能性あり,
OT-EC1,B0465,gbh18,誤って「nd: 測定間違い」となっている可能性あり,
OT-EC1,B0473,gbh16,誤って「nd: 測定間違い」となっている可能性あり,
OT-EC1,B0480,gbh17,誤って「nd: 測定間違い」となっている可能性あり,
OT-EC1,B0480,gbh12,誤って「nd: 測定間違い」となっている可能性あり,
OT-EC1,B0480,gbh13,誤って「nd: 測定間違い」となっている可能性あり,
OT-EC1,B0480,gbh14,誤って「nd: 測定間違い」となっている可能性あり,
OT-EC1,B0480,gbh15,誤って「nd: 測定間違い」となっている可能性あり,
OT-EC1,B0480,gbh16,誤って「nd: 測定間違い」となっている可能性あり,
OT-EC1,B0481,gbh17,誤って「nd: 測定間違い」となっている可能性あり,
OT-EC1,B0481,gbh16,誤って「nd: 測定間違い」となっている可能性あり,
OT-EC1,B0481,gbh15,誤って「nd: 測定間違い」となっている可能性あり,
OT-EC1,B0481,gbh12,誤って「nd: 測定間違い」となっている可能性あり,
OT-EC1,B0481,gbh13,誤って「nd: 測定間違い」となっている可能性あり,
OT-EC1,B0481,gbh14,誤って「nd: 測定間違い」となっている可能性あり,
OT-EC1,B0560,gbh18,誤って「nd: 測定間違い」となっている可能性あり,
OT-EC1,B0560,gbh15,誤って「nd: 測定間違い」となっている可能性あり,
OT-EC1,B0001,gbh14,成長量が基準値より大きい。測定ミス？,問題なし
SI-DB1,D504,gbh19,成長量が基準値より大きい。測定ミス？,問題なし。
SN-EC1,aS_134,gbh19,成長量が基準値より小さい。測定ミス？,問題なし
TM-DB1,524,gbh19,成長量が基準値より小さい。測定ミス？,問題なし
UR-BC1,21,"stem_xycord = ('nd21', '58.1')",stem_xycordの入力値が非数値,問題なし
UR-BC1,744,"mesh_xycord = ('-10', '80')",調査地に存在しないxy座標の組み合わせ,問題なし
UR-BC1,854,"mesh_xycord = ('-10', '90')",調査地に存在しないxy座標の組み合わせ,問題なし
TM-AT3,425,gbh16,成長量が基準値より大きい。測定ミス？,問題なし
TM-AT3,475,gbh16,成長量が基準値より小さい。測定ミス？,問題なし
